,model,problem,level,Average accuracy,Failure,difference,weighted_accuracy,weighted_failed,lvl_correctness,is_close
5,Phi-1.5,bspResults,6,0.0,1.0,1,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
6,Phi-1.5,bspResults,7,0.0,1.0,1,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
7,Phi-1.5,bspResults,8,0.1,0.9,1,0.014545454545454545,0.09,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', True, 'failed', 'failed', 'failed']",False
8,Phi-1.5,bspResults,9,0.2,0.8,1,0.03272727272727273,0.08,"['failed', 'failed', 'failed', 'failed', True, 'failed', 'failed', 'failed', 'failed', True]",False
9,Phi-1.5,bspResults,10,0.0,1.0,1,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
0,Vicuna-13b,bspResults,6,0.2,0.4,-5,0.030000000000000006,0.08,"[True, 'failed', False, False, False, True, 'failed', False, 'failed', 'failed']",False
1,Vicuna-13b,bspResults,7,0.2,0.8,-5,0.035,0.16,"['failed', 'failed', 'failed', 'failed', True, 'failed', 'failed', 'failed', 'failed', True]",False
2,Vicuna-13b,bspResults,8,0.1,0.6,-5,0.02,0.12,"['failed', False, True, 'failed', 'failed', 'failed', 'failed', False, False, 'failed']",False
3,Vicuna-13b,bspResults,9,0.0,0.5,-5,0.0,0.1,"[False, 'failed', 'failed', 'failed', False, 'failed', False, 'failed', False, False]",False
4,Vicuna-13b,bspResults,10,0.0,0.9,-5,0.0,0.18,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', False, 'failed']",False
0,Yi-34b,bspResults,2,0.5,0.5,-1,0.018518518518518517,0.05555555555555555,"['failed', True, True, True, 'failed', True, 'failed', True, 'failed', 'failed']",False
1,Yi-34b,bspResults,3,0.1,0.9,-1,0.005555555555555557,0.1,"['failed', 'failed', True, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
2,Yi-34b,bspResults,4,0.0,1.0,-1,0.0,0.1111111111111111,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
3,Yi-34b,bspResults,5,0.0,1.0,-1,0.0,0.1111111111111111,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
4,Yi-34b,bspResults,6,0.1,0.9,-1,0.011111111111111113,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', True, 'failed', 'failed', 'failed', 'failed']",False
5,Yi-34b,bspResults,7,0.1,0.9,-1,0.012962962962962964,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', True, 'failed', 'failed']",False
6,Yi-34b,bspResults,8,0.0,1.0,-1,0.0,0.1111111111111111,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
7,Yi-34b,bspResults,9,0.0,1.0,-1,0.0,0.1111111111111111,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
8,Yi-34b,bspResults,10,0.0,1.0,-1,0.0,0.1111111111111111,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
0,Vicuna-13b,bspResults,1,0.5,0.0,1,0.00909090909090909,0.0,"[True, True, False, True, False, False, True, False, True, False]",False
1,Vicuna-13b,bspResults,2,0.0,0.1,1,0.0,0.01,"[False, False, False, False, 'failed', False, False, False, False, False]",False
2,Vicuna-13b,bspResults,3,0.2,0.7,1,0.01090909090909091,0.06999999999999999,"['failed', 'failed', True, 'failed', 'failed', 'failed', 'failed', False, True, 'failed']",False
3,Vicuna-13b,bspResults,4,0.2,0.7,1,0.014545454545454545,0.06999999999999999,"['failed', 'failed', 'failed', 'failed', True, 'failed', 'failed', True, False, 'failed']",False
4,Vicuna-13b,bspResults,5,0.1,0.3,1,0.00909090909090909,0.03,"['failed', False, False, False, 'failed', 'failed', True, False, False, False]",False
5,Vicuna-13b,bspResults,6,0.1,0.3,1,0.01090909090909091,0.03,"[False, False, 'failed', 'failed', False, True, False, False, 'failed', False]",False
6,Vicuna-13b,bspResults,7,0.0,1.0,1,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
7,Vicuna-13b,bspResults,8,0.0,0.1,1,0.0,0.01,"[False, False, False, False, False, False, False, False, False, 'failed']",False
8,Vicuna-13b,bspResults,9,0.0,1.0,1,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
9,Vicuna-13b,bspResults,10,0.0,1.0,1,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
0,Phi-1.5,bspResults,4,0.0,1.0,-3,0.0,0.14285714285714285,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
1,Phi-1.5,bspResults,5,0.1,0.9,-3,0.01020408163265306,0.1285714285714286,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', True]",False
2,Phi-1.5,bspResults,6,0.2,0.8,-3,0.02448979591836735,0.1142857142857143,"['failed', 'failed', 'failed', 'failed', 'failed', True, True, 'failed', 'failed', 'failed']",False
3,Phi-1.5,bspResults,7,0.1,0.9,-3,0.014285714285714287,0.1285714285714286,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', True, 'failed']",False
4,Phi-1.5,bspResults,8,0.1,0.9,-3,0.0163265306122449,0.1285714285714286,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', True]",False
5,Phi-1.5,bspResults,9,0.1,0.9,-3,0.018367346938775512,0.1285714285714286,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', True, 'failed']",False
6,Phi-1.5,bspResults,10,0.0,1.0,-3,0.0,0.14285714285714285,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
0,Phi-2,bspResults,1,0.2,0.8,5,0.0036363636363636364,0.08,"['failed', 'failed', 'failed', 'failed', True, 'failed', True, 'failed', 'failed', 'failed']",False
1,Phi-2,bspResults,2,0.4,0.6,5,0.014545454545454545,0.06,"['failed', True, True, True, 'failed', 'failed', 'failed', 'failed', True, 'failed']",False
2,Phi-2,bspResults,3,0.6,0.4,5,0.03272727272727272,0.04,"[True, 'failed', True, True, True, 'failed', 'failed', True, True, 'failed']",False
3,Phi-2,bspResults,4,0.5,0.5,5,0.03636363636363636,0.05,"[True, 'failed', 'failed', True, True, 'failed', True, True, 'failed', 'failed']",False
4,Phi-2,bspResults,5,0.0,1.0,5,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
5,Phi-2,bspResults,6,0.5,0.5,5,0.05454545454545454,0.05,"[True, 'failed', 'failed', 'failed', True, True, 'failed', True, True, 'failed']",False
6,Phi-2,bspResults,7,0.3,0.7,5,0.038181818181818185,0.06999999999999999,"['failed', 'failed', 'failed', 'failed', True, 'failed', 'failed', 'failed', True, True]",False
7,Phi-2,bspResults,8,0.0,1.0,5,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
8,Phi-2,bspResults,9,0.1,0.9,5,0.016363636363636365,0.09,"[True, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
9,Phi-2,bspResults,10,0.0,1.0,5,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
0,Yi-34b,bspResults,3,0.3,0.7,-2,0.017307692307692305,0.0875,"[True, 'failed', 'failed', 'failed', True, 'failed', 'failed', 'failed', True, 'failed']",False
1,Yi-34b,bspResults,4,0.0,1.0,-2,0.0,0.125,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
2,Yi-34b,bspResults,5,0.0,1.0,-2,0.0,0.125,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
3,Yi-34b,bspResults,6,0.2,0.8,-2,0.02307692307692308,0.1,"['failed', True, 'failed', 'failed', True, 'failed', 'failed', 'failed', 'failed', 'failed']",False
4,Yi-34b,bspResults,7,0.2,0.8,-2,0.026923076923076925,0.1,"['failed', 'failed', 'failed', 'failed', True, 'failed', 'failed', 'failed', 'failed', True]",False
5,Yi-34b,bspResults,8,0.0,1.0,-2,0.0,0.125,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
6,Yi-34b,bspResults,9,0.2,0.8,-2,0.03461538461538462,0.1,"['failed', 'failed', True, True, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
7,Yi-34b,bspResults,10,0.0,1.0,-2,0.0,0.125,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
0,Vicuna-13b,bspResults,1,0.2,0.4,2,0.0036363636363636364,0.04,"[False, False, False, 'failed', True, False, True, 'failed', 'failed', 'failed']",False
1,Vicuna-13b,bspResults,2,0.2,0.8,2,0.007272727272727273,0.08,"['failed', 'failed', True, 'failed', 'failed', 'failed', True, 'failed', 'failed', 'failed']",False
2,Vicuna-13b,bspResults,3,0.4,0.3,2,0.02181818181818182,0.03,"[True, 'failed', True, True, 'failed', False, False, True, 'failed', False]",False
3,Vicuna-13b,bspResults,4,0.0,0.4,2,0.0,0.04,"['failed', 'failed', False, 'failed', 'failed', False, False, False, False, False]",False
4,Vicuna-13b,bspResults,5,0.1,0.3,2,0.00909090909090909,0.03,"['failed', False, False, False, False, True, False, 'failed', 'failed', False]",False
5,Vicuna-13b,bspResults,6,0.0,1.0,2,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
6,Vicuna-13b,bspResults,7,0.2,0.2,2,0.025454545454545455,0.02,"[False, False, 'failed', False, True, False, True, False, 'failed', False]",False
7,Vicuna-13b,bspResults,8,0.0,1.0,2,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
8,Vicuna-13b,bspResults,9,0.0,1.0,2,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
9,Vicuna-13b,bspResults,10,0.0,1.0,2,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
0,Mistral-7b,bspResults,1,0.5,0.1,2,0.00909090909090909,0.01,"[True, True, False, True, True, False, True, False, 'failed', False]",False
1,Mistral-7b,bspResults,2,0.6,0.2,2,0.021818181818181816,0.02,"['failed', True, True, True, 'failed', True, False, True, False, True]",False
2,Mistral-7b,bspResults,3,0.8,0.1,2,0.04363636363636364,0.01,"[True, False, True, True, 'failed', True, True, True, True, True]",False
3,Mistral-7b,bspResults,4,0.2,0.8,2,0.014545454545454545,0.08,"['failed', 'failed', 'failed', 'failed', True, 'failed', 'failed', 'failed', 'failed', True]",False
4,Mistral-7b,bspResults,5,0.2,0.6,2,0.01818181818181818,0.06,"[False, False, 'failed', 'failed', 'failed', 'failed', True, 'failed', 'failed', True]",False
5,Mistral-7b,bspResults,6,0.6,0.4,2,0.06545454545454545,0.04,"[True, 'failed', 'failed', 'failed', True, True, 'failed', True, True, True]",False
6,Mistral-7b,bspResults,7,0.3,0.7,2,0.038181818181818185,0.06999999999999999,"['failed', 'failed', 'failed', 'failed', True, 'failed', 'failed', True, 'failed', True]",False
7,Mistral-7b,bspResults,8,0.0,0.5,2,0.0,0.05,"['failed', 'failed', False, False, False, 'failed', False, 'failed', False, 'failed']",False
8,Mistral-7b,bspResults,9,0.3,0.5,2,0.04909090909090909,0.05,"[True, False, 'failed', False, 'failed', 'failed', True, 'failed', 'failed', True]",False
9,Mistral-7b,bspResults,10,0.2,0.5,2,0.03636363636363636,0.05,"[True, False, 'failed', 'failed', True, 'failed', 'failed', False, 'failed', False]",False
0,MPT-30b,bspResults,2,0.2,0.1,-1,0.007407407407407408,0.011111111111111112,"[False, False, False, True, False, True, False, False, 'failed', False]",False
1,MPT-30b,bspResults,3,0.3,0.3,-1,0.016666666666666666,0.03333333333333333,"[True, True, True, False, 'failed', 'failed', False, False, False, 'failed']",False
2,MPT-30b,bspResults,4,0.2,0.1,-1,0.014814814814814815,0.011111111111111112,"[False, False, False, 'failed', True, False, False, False, True, False]",False
3,MPT-30b,bspResults,5,0.1,0.0,-1,0.009259259259259259,0.0,"[False, False, False, False, True, False, False, False, False, False]",False
4,MPT-30b,bspResults,6,0.2,0.0,-1,0.022222222222222227,0.0,"[False, False, False, False, True, False, False, False, False, True]",False
5,MPT-30b,bspResults,7,0.3,0.0,-1,0.03888888888888889,0.0,"[True, False, True, False, True, False, False, False, False, False]",False
6,MPT-30b,bspResults,8,0.1,0.2,-1,0.014814814814814815,0.022222222222222223,"[False, 'failed', False, False, False, False, True, False, 'failed', False]",False
7,MPT-30b,bspResults,9,0.2,0.0,-1,0.03333333333333333,0.0,"[True, False, False, False, False, False, False, False, True, False]",False
8,MPT-30b,bspResults,10,0.0,0.0,-1,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",False
0,Phi-2,bspResults,3,0.3,0.7,-2,0.017307692307692305,0.0875,"[True, 'failed', 'failed', True, 'failed', 'failed', 'failed', 'failed', True, 'failed']",False
1,Phi-2,bspResults,4,0.1,0.9,-2,0.007692307692307693,0.1125,"[True, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
2,Phi-2,bspResults,5,0.1,0.9,-2,0.009615384615384616,0.1125,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', True]",False
3,Phi-2,bspResults,6,0.1,0.9,-2,0.01153846153846154,0.1125,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', True, 'failed']",False
4,Phi-2,bspResults,7,0.2,0.8,-2,0.026923076923076925,0.1,"['failed', 'failed', 'failed', True, 'failed', 'failed', True, 'failed', 'failed', 'failed']",False
5,Phi-2,bspResults,8,0.0,1.0,-2,0.0,0.125,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
6,Phi-2,bspResults,9,0.0,1.0,-2,0.0,0.125,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
7,Phi-2,bspResults,10,0.0,1.0,-2,0.0,0.125,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
0,Qwen-14b,bspResults,1,0.8,0.2,3,0.014545454545454545,0.02,"['failed', True, True, True, True, True, True, 'failed', True, True]",False
1,Qwen-14b,bspResults,2,0.8,0.2,3,0.02909090909090909,0.02,"['failed', True, True, 'failed', True, True, True, True, True, True]",False
2,Qwen-14b,bspResults,3,0.9,0.1,3,0.049090909090909095,0.01,"['failed', True, True, True, True, True, True, True, True, True]",False
3,Qwen-14b,bspResults,4,0.8,0.2,3,0.05818181818181818,0.02,"[True, True, True, True, True, True, True, 'failed', True, 'failed']",False
4,Qwen-14b,bspResults,5,0.4,0.6,3,0.03636363636363636,0.06,"['failed', 'failed', True, 'failed', True, 'failed', 'failed', True, 'failed', True]",False
5,Qwen-14b,bspResults,6,0.7,0.3,3,0.07636363636363636,0.03,"[True, 'failed', True, 'failed', True, True, 'failed', True, True, True]",False
6,Qwen-14b,bspResults,7,0.4,0.6,3,0.05090909090909091,0.06,"[True, 'failed', True, True, True, 'failed', 'failed', 'failed', 'failed', 'failed']",False
7,Qwen-14b,bspResults,8,0.2,0.8,3,0.02909090909090909,0.08,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', True, 'failed', 'failed', True]",False
8,Qwen-14b,bspResults,9,0.4,0.6,3,0.06545454545454546,0.06,"['failed', True, 'failed', True, 'failed', 'failed', 'failed', True, True, 'failed']",False
9,Qwen-14b,bspResults,10,0.1,0.9,3,0.01818181818181818,0.09,"['failed', 'failed', True, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
0,MPT-30b,bspResults,1,0.4,0.0,1,0.007272727272727273,0.0,"[False, False, True, True, True, False, False, False, True, False]",False
1,MPT-30b,bspResults,2,0.6,0.0,1,0.021818181818181816,0.0,"[False, True, True, True, False, True, True, False, False, True]",False
2,MPT-30b,bspResults,3,0.7,0.0,1,0.03818181818181818,0.0,"[False, True, True, True, False, False, True, True, True, True]",False
3,MPT-30b,bspResults,4,0.1,0.4,1,0.007272727272727273,0.04,"[False, 'failed', 'failed', 'failed', True, False, False, False, 'failed', False]",False
4,MPT-30b,bspResults,5,0.2,0.1,1,0.01818181818181818,0.01,"['failed', True, False, False, False, False, True, False, False, False]",False
5,MPT-30b,bspResults,6,0.1,0.0,1,0.01090909090909091,0.0,"[False, False, False, True, False, False, False, False, False, False]",False
6,MPT-30b,bspResults,7,0.1,0.0,1,0.012727272727272728,0.0,"[False, True, False, False, False, False, False, False, False, False]",False
7,MPT-30b,bspResults,8,0.1,0.1,1,0.014545454545454545,0.01,"[False, 'failed', False, False, False, False, False, False, False, True]",False
8,MPT-30b,bspResults,9,0.4,0.0,1,0.06545454545454546,0.0,"[True, False, False, False, False, True, False, True, False, True]",False
9,MPT-30b,bspResults,10,0.2,0.0,1,0.03636363636363636,0.0,"[False, True, True, False, False, False, False, False, False, False]",False
0,Phi-1.5,bspResults,1,0.1,0.9,2,0.0018181818181818182,0.09,"['failed', 'failed', 'failed', 'failed', True, 'failed', 'failed', 'failed', 'failed', 'failed']",False
1,Phi-1.5,bspResults,2,0.2,0.8,2,0.007272727272727273,0.08,"['failed', 'failed', 'failed', True, 'failed', 'failed', 'failed', 'failed', 'failed', True]",False
2,Phi-1.5,bspResults,3,0.4,0.6,2,0.02181818181818182,0.06,"['failed', 'failed', True, True, 'failed', 'failed', 'failed', True, True, 'failed']",False
3,Phi-1.5,bspResults,4,0.1,0.9,2,0.007272727272727273,0.09,"['failed', 'failed', 'failed', 'failed', True, 'failed', 'failed', 'failed', 'failed', 'failed']",False
4,Phi-1.5,bspResults,5,0.0,1.0,2,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
5,Phi-1.5,bspResults,6,0.0,1.0,2,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
6,Phi-1.5,bspResults,7,0.0,1.0,2,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
7,Phi-1.5,bspResults,8,0.0,1.0,2,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
8,Phi-1.5,bspResults,9,0.0,1.0,2,0.0,0.1,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
9,Phi-1.5,bspResults,10,0.1,0.9,2,0.01818181818181818,0.09,"['failed', True, 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed', 'failed']",False
0,Phi-1.5,bspResults,1,0.4,0.6,3,0.007272727272727273,0.06,"[True, True, 'failed', 'failed', 'failed', True, 'failed', 'failed', True, 'failed']",False
1,Phi-1.5,bspResults,2,0.6,0.4,3,0.021818181818181816,0.04,"['failed', True, True, True, 'failed', True, 'failed', 'failed', True, True]",False
